timestamp,open,high,low,close,volume
2025-03-22 15:00:00,84107.0,84107.0,84017.0,84017.0,0.0
2025-03-22 15:30:00,84003.0,84051.0,83963.0,84018.0,0.0
2025-03-22 16:00:00,83995.0,84085.0,83995.0,84085.0,0.0
2025-03-22 16:30:00,84107.0,84121.0,84056.0,84121.0,0.0
2025-03-22 17:00:00,84122.0,84127.0,84088.0,84127.0,0.0
2025-03-22 17:30:00,84112.0,84177.0,84112.0,84177.0,0.0
2025-03-22 18:00:00,84169.0,84232.0,84153.0,84228.0,0.0
2025-03-22 18:30:00,84230.0,84274.0,84199.0,84274.0,0.0
2025-03-22 19:00:00,84189.0,84331.0,84187.0,84263.0,0.0
2025-03-22 19:30:00,84229.0,84233.0,84199.0,84199.0,0.0
2025-03-22 20:00:00,84195.0,84227.0,84151.0,84151.0,0.0
2025-03-22 20:30:00,84164.0,84197.0,84151.0,84151.0,0.0
2025-03-22 21:00:00,84163.0,84182.0,84058.0,84058.0,0.0
2025-03-22 21:30:00,83914.0,84073.0,83884.0,84019.0,0.0
2025-03-22 22:00:00,84028.0,84034.0,83950.0,83995.0,0.0
2025-03-22 22:30:00,83982.0,84062.0,83982.0,84042.0,0.0
2025-03-22 23:00:00,83995.0,84009.0,83949.0,83949.0,0.0
2025-03-22 23:30:00,83911.0,83911.0,83850.0,83900.0,0.0
2025-03-23 00:00:00,83895.0,83895.0,83709.0,83793.0,0.0
2025-03-23 00:30:00,83823.0,84017.0,83823.0,84017.0,0.0
2025-03-23 01:00:00,83983.0,84025.0,83983.0,83984.0,0.0
2025-03-23 01:30:00,83995.0,84121.0,83985.0,84121.0,0.0
2025-03-23 02:00:00,84100.0,84104.0,84017.0,84017.0,0.0
2025-03-23 02:30:00,84054.0,84081.0,84000.0,84081.0,0.0
2025-03-23 03:00:00,84103.0,84276.0,84103.0,84276.0,0.0
2025-03-23 03:30:00,84220.0,84220.0,84127.0,84191.0,0.0
2025-03-23 04:00:00,84162.0,84213.0,84160.0,84198.0,0.0
2025-03-23 04:30:00,84199.0,84199.0,84066.0,84098.0,0.0
