timestamp,open,high,low,close,volume
2025-03-23 18:16:04.750411,85326.8072199932,85326.8072199932,85326.8072199932,85326.8072199932,3136637410.774732
2025-03-28 09:58:16.046301,85242.2368191076,85242.2368191076,85242.2368191076,85242.2368191076,11667203302.316006
2025-03-28 10:01:29.585016,85216.91907010625,85216.91907010625,85216.91907010625,85216.91907010625,11674817028.150534
2025-03-28 10:04:07.105620,85207.34787617458,85207.34787617458,85207.34787617458,85207.34787617458,11681409918.69636
2025-03-28 10:24:05.929524,85166.12572201643,85166.12572201643,85166.12572201643,85166.12572201643,11764917557.823336
2025-03-28 11:07:04.792264,85044.45803928834,85044.45803928834,85044.45803928834,85044.45803928834,12017130048.010378
2025-03-28 12:51:12.923240,85018.84515970133,85018.84515970133,85018.84515970133,85018.84515970133,12344794560.382006
2025-03-28 12:53:08.119739,85087.34250027245,85087.34250027245,85087.34250027245,85087.34250027245,12356282524.808235
2025-03-28 15:21:11.668188,84442.93553744306,84442.93553744306,84442.93553744306,84442.93553744306,12200455792.30155
2025-03-28 15:54:18.458782,84247.16864321071,84247.16864321071,84247.16864321071,84247.16864321071,12410549535.867224
2025-03-28 17:52:48.180745,83838.32700299179,83838.32700299179,83838.32700299179,83838.32700299179,12878823840.088646
2025-03-28 18:48:30.001349,83752.79631009507,83752.79631009507,83752.79631009507,83752.79631009507,13089193322.891151
2025-03-28 18:49:02.179702,83752.79631009507,83752.79631009507,83752.79631009507,83752.79631009507,13089193322.891151
2025-03-28 18:54:56.394608,83781.36033767418,83781.36033767418,83781.36033767418,83781.36033767418,13101531432.41976
2025-03-29 16:10:20.326422,82529.36487003969,82529.36487003969,82529.36487003969,82529.36487003969,8975149558.032446
2025-03-29 16:24:52.955103,82579.01974448001,82579.01974448001,82579.01974448001,82579.01974448001,8702194811.724527
2025-03-29 16:31:18.403965,82536.22077702208,82536.22077702208,82536.22077702208,82536.22077702208,8599886349.500284
2025-03-29 16:32:37.035683,82547.94201431403,82547.94201431403,82547.94201431403,82547.94201431403,8580313251.0668125
2025-03-29 16:34:47.905437,82537.19167820114,82537.19167820114,82537.19167820114,82537.19167820114,8572554396.876139
2025-03-29 16:35:10.947268,82537.19167820114,82537.19167820114,82537.19167820114,82537.19167820114,8572554396.876139
2025-03-29 16:43:34.792770,82485.41391894924,82485.41391894924,82485.41391894924,82485.41391894924,8445905708.740511
2025-03-29 16:44:47.635345,82499.82603212704,82499.82603212704,82499.82603212704,82499.82603212704,8436963852.125181
2025-03-29 16:56:24.044840,82441.33058119059,82441.33058119059,82441.33058119059,82441.33058119059,8293913434.664274
2025-03-29 16:59:24.187987,82418.10004748798,82418.10004748798,82418.10004748798,82418.10004748798,8239921681.773916
2025-03-29 17:09:01.171886,82518.25632978846,82518.25632978846,82518.25632978846,82518.25632978846,8151823279.110925
2025-03-29 17:12:17.332984,82551.0570972305,82551.0570972305,82551.0570972305,82551.0570972305,8121024860.986657
2025-03-29 17:26:33.791195,82546.50176372935,82546.50176372935,82546.50176372935,82546.50176372935,7926760782.16855
2025-03-29 17:30:20.759990,82478.15299244497,82478.15299244497,82478.15299244497,82478.15299244497,7909363008.30301
2025-03-29 17:34:02.922088,82473.19858985109,82473.19858985109,82473.19858985109,82473.19858985109,7871372343.762934
