timestamp,open,high,low,close,volume
2025-03-23 14:53:11.443137,84968.955,84968.955,84968.955,84968.955,0.0
2025-03-23 14:56:37.525084,85013.19,85013.19,85013.19,85013.19,0.0
2025-03-23 15:02:15.895405,85167.505,85167.505,85167.505,85167.505,0.0
2025-03-23 15:04:19.002552,85016.19,85016.19,85016.19,85016.19,0.0
2025-03-23 15:04:54.565786,85017.945,85017.945,85017.945,85017.945,0.0
2025-03-23 15:30:20.366434,84885.445,84885.445,84885.445,84885.445,0.0
2025-03-23 18:11:16.256861,85327.465,85327.465,85327.465,85327.465,0.0
2025-03-23 18:20:01.566958,85362.445,85362.445,85362.445,85362.445,0.0
2025-03-23 18:23:47.355617,85343.945,85343.945,85343.945,85343.945,0.0
2025-03-23 18:32:20.114431,85166.585,85166.585,85166.585,85166.585,0.0
2025-03-23 19:11:05.061739,84906.395,84906.395,84906.395,84906.395,0.0
2025-03-23 19:15:28.348298,84974.995,84974.995,84974.995,84974.995,0.0
2025-03-23 19:22:26.198024,84894.265,84894.265,84894.265,84894.265,0.0
2025-03-23 19:25:10.497805,84838.845,84838.845,84838.845,84838.845,0.0
2025-03-24 11:22:07.415705,87414.46,87414.46,87414.46,87414.46,0.0
2025-03-24 11:30:51.772353,87445.255,87445.255,87445.255,87445.255,0.0
2025-03-24 11:32:53.118915,87510.65,87510.65,87510.65,87510.65,0.0
2025-03-24 11:34:44.613173,87493.14,87493.14,87493.14,87493.14,0.0
2025-03-24 11:56:12.761473,87817.235,87817.235,87817.235,87817.235,0.0
2025-03-24 12:04:49.895474,87720.515,87720.515,87720.515,87720.515,0.0
2025-03-24 12:06:39.998004,87719.64,87719.64,87719.64,87719.64,0.0
2025-03-24 12:10:24.933875,87692.96,87692.96,87692.96,87692.96,0.0
2025-03-24 12:10:54.278719,87675.475,87675.475,87675.475,87675.475,0.0
2025-03-24 12:32:29.669231,87584.985,87584.985,87584.985,87584.985,0.0
2025-03-24 12:36:23.770268,87613.135,87613.135,87613.135,87613.135,0.0
2025-03-24 12:36:50.308096,87675.65,87675.65,87675.65,87675.65,0.0
2025-03-24 12:37:35.287491,87671.975,87671.975,87671.975,87671.975,0.0
2025-03-24 12:44:06.204920,87708.925,87708.925,87708.925,87708.925,0.0
2025-03-24 12:50:27.348107,87778.255,87778.255,87778.255,87778.255,0.0
2025-03-24 13:15:14.900490,87636.305,87636.305,87636.305,87636.305,0.0
2025-03-24 13:17:05.005716,87555.595,87555.595,87555.595,87555.595,0.0
2025-03-24 15:41:35.916886,88182.52,88182.52,88182.52,88182.52,0.0
2025-03-24 15:48:10.434689,88224.105,88224.105,88224.105,88224.105,0.0
2025-03-24 15:57:38.785748,87963.605,87963.605,87963.605,87963.605,0.0
2025-03-24 16:09:23.532640,87941.025,87941.025,87941.025,87941.025,0.0
2025-03-24 16:10:20.667449,87914.905,87914.905,87914.905,87914.905,0.0
2025-03-24 16:25:45.857049,88039.605,88039.605,88039.605,88039.605,0.0
2025-03-24 16:28:59.232769,87994.835,87994.835,87994.835,87994.835,0.0
2025-03-24 16:33:24.507600,87960.245,87960.245,87960.245,87960.245,0.0
2025-03-24 16:35:46.295371,88063.37,88063.37,88063.37,88063.37,0.0
2025-03-24 16:52:03.436665,88147.215,88147.215,88147.215,88147.215,0.0
2025-03-24 16:52:33.839850,88180.935,88180.935,88180.935,88180.935,0.0
2025-03-24 16:55:34.380645,88341.075,88341.075,88341.075,88341.075,0.0
2025-03-24 17:10:26.275204,88401.755,88401.755,88401.755,88401.755,0.0
2025-03-24 17:17:06.246801,88297.605,88297.605,88297.605,88297.605,0.0
2025-03-24 17:22:55.173016,88119.895,88119.895,88119.895,88119.895,0.0
2025-03-24 17:23:32.438567,88178.085,88178.085,88178.085,88178.085,0.0
2025-03-24 17:23:44.461206,88178.125,88178.125,88178.125,88178.125,0.0
2025-03-24 17:25:34.034616,88211.015,88211.015,88211.015,88211.015,0.0
2025-03-24 17:28:37.667490,87890.175,87890.175,87890.175,87890.175,0.0
2025-03-24 17:33:32.408043,87809.875,87809.875,87809.875,87809.875,0.0
2025-03-24 17:34:25.845875,87795.555,87795.555,87795.555,87795.555,0.0
2025-03-24 17:36:20.995609,87961.895,87961.895,87961.895,87961.895,0.0
2025-03-24 17:39:30.855307,88082.205,88082.205,88082.205,88082.205,0.0
2025-03-24 17:41:44.201207,88033.445,88033.445,88033.445,88033.445,0.0
2025-03-24 17:43:00.969336,87941.845,87941.845,87941.845,87941.845,0.0
2025-03-24 18:29:45.906203,88442.535,88442.535,88442.535,88442.535,0.0
